DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.5,7.9,27,11.1,222,0
4,8,28,16.8,63,0
3.8,7.6,26,28.5,86,0
5.5,13.9,30,17.9,75,0
3.6,7.7,18,11.9,100,0
2.6,5.7,32,21.4,60,0
4.5,9.5,31,20.7,59,0
3.5,7.7,31,23.4,95,0
3.5,8.7,29,22.6,61,0
3.6,7,19,13.3,242,0
3.7,8.3,16,14.3,264,0
3.6,8.7,27,21.1,300,0
5.9,7.7,30,13.4,59,0
3.8,7.5,26,11.3,78,0
2.6,5.8,30,22.5,89,0
3.9,6.9,26,10.3,266,0
3.6,8.2,29,20.4,255,0
6,12.6,29,14.6,275,0
3.9,7.7,27,25,69,0
3.5,8.3,42,21.2,275,0
3.7,7.4,27,26.3,268,0
3.8,8,30,10.2,284,0
4,7.2,31,19.6,73,0
3.9,7,29,14.4,272,0
4,6.9,27,18.4,59,0
4,8.1,32,20.4,92,0
3.8,8.7,43,21.4,95,0
3.2,6.5,29,13,69,0
3.5,7.5,29,15.4,265,0
3.6,8.6,27,18.2,255,0
3.3,5.2,26,19.8,98,0
4,7.3,20,15.5,236,0
3.6,7.2,33,14.5,81,0
3.8,7.4,24,11.9,268,0
3.6,7.5,29,23.8,90,0
2.9,6.6,31,20.2,223,0
3.9,7.1,18,24,249,0
3.9,6.9,20,13.1,85,0
4,7.5,16,22.5,246,0
3.8,7.7,20,24.4,232,0
2.8,6.6,31,14.6,82,0
3.9,6.9,27,30.2,74,0
5.8,13.6,26,18.7,63,0
5,12.1,29,24.2,264,0
4.6,12,26,13.2,298,0
4,8.6,33,20.5,238,0
4,8,28,25,246,0
5.7,12,28,11.6,237,0
2.8,5.5,28,17.4,293,0
3.6,8.3,28,20.6,219,0
3.7,8.5,28,23.5,85,0
3.4,5.3,29,10.8,204,0
3.8,7.6,26,12,232,0
3.9,7.5,15,13.9,66,0
3.7,8.1,32,13,244,0
3.5,7.2,30,13.2,207,0
4,6.8,32,23.2,89,0
3.9,8.4,33,14.3,211,0
3.9,7.2,28,20.1,81,0
3.9,7.3,32,21,74,0
4,7.5,22,12.5,80,0
5,11.8,26,14.2,287,0
3.7,7.7,30,23.5,204,0
3.5,8.7,28,15.7,52,0
3.9,7.2,29,14.9,64,0
3.9,8.5,27,13,237,0
3.6,7.8,30,29.7,66,0
5,9.6,30,19.6,282,0
3.8,8,30,15.1,202,0
3.7,7,31,33.4,283,0
3.4,6.3,32,11.5,239,0
3,6.2,26,24,65,0
3.1,5.4,29,10.8,95,0
3.9,8.7,21,21.1,241,0
3.5,8.1,20,24.4,283,0
3.5,7.8,27,31.5,229,0
3.8,7.2,45,10.5,266,0
3.9,7.8,41,12.8,97,0
4,8.7,41,24.5,86,0
5.8,8.7,27,10.7,225,0
3.6,6.9,25,24.3,67,0
3.6,7.4,26,26.9,233,0
3.5,7.1,31,16.3,74,0
4,7.8,15,23,98,0
3.2,6.1,30,19.4,293,0
4,8.1,27,20.1,204,0
5.8,13.9,32,16.1,57,0
3.6,8.5,16,10.8,78,0
3.6,6.9,26,34.1,97,0
3.5,8.2,25,13.4,64,0
3.7,7.7,23,24.7,291,0
3.7,7.4,16,23,67,0
2.8,6.3,31,15.4,262,0
3.9,7.5,26,11,98,0
3.5,7.9,15,20.8,96,0
3.8,6.9,20,19.9,282,0
3.7,8.7,19,19.1,64,0
3.9,8.7,31,29.7,265,0
5.2,8.8,26,22.2,86,0
3.9,7.1,30,14.3,50,0
3.9,8,35,10.9,264,0
3.8,8.1,31,19.8,202,0
3.9,7.9,32,14.4,266,0
3.6,7,18,12.6,206,0
2.8,5.2,27,19.7,234,0
3.8,7.9,29,19.4,237,0
3.8,7,30,13.8,238,0
3.8,7.5,30,13,238,0
4.2,10.5,32,17.2,225,0
3.7,7.3,29,32,233,0
42,7.4,30,23.2,206,0
4,7.9,43,20.7,52,0
3.9,7.6,43,19.7,94,0
5.4,8.9,32,21.5,99,0
5.9,7.5,28,22.3,296,0
3.6,8.2,18,18.5,69,0
5,7.5,26,16.2,56,0
3.3,6.5,29,18.1,86,0
3.5,8.1,27,11.2,84,0
3,5.4,28,19.1,73,0
3.8,7.1,43,23.6,225,0
3.5,6.9,26,24.4,281,0
3,5.1,27,23.1,100,0
3.8,8.4,35,18.1,70,0
5.4,11.6,32,24.1,90,0
3.7,7.2,32,15.5,65,0
3.7,8,26,24.2,215,0
4,8.6,32,21.3,83,0
5.2,7.5,29,24,85,0
5,8.1,28,23.1,291,0
2.9,5,31,23.8,220,0
3.3,6.4,27,13.7,58,0
3.4,5,32,15.2,200,0
3.7,7.2,42,16,291,0
4.5,12.1,28,21.6,75,0
5.7,7.4,29,18.3,87,0
3.5,7.9,23,17,281,0
4,8.5,27,20,218,0
43,13.4,28,23.2,75,0
5.7,9.7,29,24.9,86,0
3.7,8.7,28,31.9,239,0
3.6,7.2,32,17.5,200,0
4.8,11.2,27,20.7,91,0
2.9,6.6,32,20.1,278,0
2.8,5.2,31,13.4,80,0
3.5,8.5,31,33.2,57,0
3.6,8.5,30,33.1,80,0
3.5,7.4,26,26.3,242,0
3.9,8.6,27,32.8,54,0
2.5,6.2,26,23.9,244,0
3.5,8,30,19.3,209,0
3.5,7.9,27,32.8,76,0
3.8,7.9,32,28.9,277,0
4,7.8,27,11.2,290,0
3.8,7.2,32,33.7,99,0
3.8,7.5,16,17.4,59,0
4.5,13.3,32,17.7,86,0
3.9,7.6,26,22.1,282,0
3.9,6.9,27,12.7,245,0
3.8,8.4,28,22.9,238,0
3.8,8.1,38,10,249,0
3.5,7.8,39,18.9,93,0
3.7,8,30,32.4,264,0
3.9,7.2,18,23.8,250,0
3.8,8.7,32,31.5,61,0
3.9,6.8,41,13.1,81,0
3.6,7.2,26,17.1,72,0
3.7,7.5,38,13.3,79,0
3.6,7.2,30,15.8,241,0
3.7,8.5,22,15.1,78,0
3.1,5.7,32,15,52,0
3.4,6.6,27,19,282,0
3.9,8.6,29,19.7,203,0
3.7,7.5,29,20.2,293,0
2.5,5.9,28,14.4,89,0
4,7.7,15,19.1,94,0
3.7,8.7,21,12.4,227,0
3.8,7.6,26,21.6,65,0
4,8.4,31,10.5,280,0
46,10.9,28,21.1,87,0
3.9,8.5,39,24.1,229,0
3.8,7.6,30,18.3,98,0
3.7,7.9,27,26.7,212,0
3.3,6.1,30,16.4,239,0
3.9,7.9,20,16.5,81,0
4,7.9,31,18.1,282,0
3.6,8.7,16,15.8,83,0
3.7,8.6,28,24,76,0
3.5,7.4,28,11.7,222,0
3.9,7.6,35,19,213,0
3.5,8.6,39,11.1,71,0
2.9,6,31,14.2,292,0
3.5,7.8,27,14,217,0
3.9,7.1,41,12.3,277,0
3.4,5.9,28,11.2,221,0
3.7,8.1,25,20.2,69,0
3.7,7.2,21,14.2,79,0
4.3,9.6,26,20,205,0
3.5,8.2,30,27.5,56,0
2.9,6,30,19.7,66,0
3.9,7.1,17,19.6,65,0
4,8.5,28,15.8,68,0
3.6,7.5,34,10.2,96,0
3.7,8.7,15,22.1,59,0
4,8.7,21,16.2,233,0
4,7.8,20,15,97,0
3.8,8.4,27,31.8,202,0
4,7.1,44,22.9,79,0
3.5,8.7,26,19.8,215,0
3.1,6.3,27,18.2,267,0
3.9,8.7,30,11.8,277,0
3.7,7.1,23,11.6,89,0
3.5,7.7,24,14.6,230,0
3.7,8.1,16,24,289,0
4,8.5,31,18.4,200,0
5.7,11,27,20.7,273,0
4,7.7,23,16.5,293,0
3.5,6.8,27,10.3,215,0
4,7,32,21.8,229,0
3.7,7.1,35,17.3,290,0
3.9,7.7,30,27.9,59,0
4,8.2,26,14.3,283,0
3.7,7.7,21,19.7,68,0
4,7.5,30,12,261,0
2.5,5,27,24.9,85,0
3.7,7,32,21.2,290,0
4,8.5,37,22,231,0
3.8,8.2,31,16.3,268,0
4.6,13.9,30,23.7,239,0
3.5,7.6,44,10.9,215,0
5,9.3,28,24.2,55,0
4.7,9,31,23.6,72,0
3.7,7.6,29,24,247,0
3.2,5.1,32,15.6,296,0
3.7,8.1,22,13,97,0
3.2,5.3,28,19.5,79,0
5.1,12.1,29,25,235,0
4,7.7,21,19.5,97,0
4.9,8.5,30,17.4,89,0
4,7.7,29,28.8,214,0
3.9,7.1,30,33.5,90,0
3.5,8.1,17,16.4,76,0
3.9,8.3,30,18.5,62,0
3,6.4,27,12.8,52,0
3.5,7,29,16.9,259,0
2.9,6.5,29,21.6,53,0
3.9,7,32,22.2,62,0
3.1,6.5,27,14.3,79,0
3.5,7.1,25,19.8,75,0
3.7,7.9,26,31.9,209,0
4,7,26,15.4,238,0
5.3,11.1,27,15.9,268,0
4.9,9.1,29,24.9,65,0
3.5,7.5,26,19.9,278,0
3.6,7.5,31,10.6,200,0
3.5,8.7,30,14.8,248,0
4,7.7,38,18.3,58,0
3.9,8,24,15.4,260,0
3.6,7.2,36,20.2,224,0
3.8,6.8,28,14.5,291,0
3.5,7.8,26,17.7,87,0
3.9,8.7,31,23.9,220,0
6,11.5,28,24.3,253,0
2.8,6.7,29,12.8,70,0
5.8,7.1,28,22.9,78,0
5.6,8.2,26,16.9,72,0
3.7,7.6,31,15.1,74,0
3.6,8.1,32,19.7,64,0
3.7,8.2,31,23.3,288,0
3.3,6.1,27,22.2,232,0
3.9,7.5,37,11.9,52,0
3.5,6.8,28,16.8,60,0
2.7,6.2,32,13.4,280,0
3.9,8.6,32,17.4,70,0
3.8,7.4,26,12,65,0
3.1,6.1,27,17.2,73,0
3.9,8.5,37,20.9,228,0
3.9,7.7,28,19.2,280,0
3.6,8,27,12,70,0
3.2,6.6,31,11.2,82,0
3.5,7.4,20,11.5,86,0
3.8,8,31,34.3,86,0
3.9,7.3,40,22.7,73,0
4,7.4,26,24,71,0
4.5,8.8,32,23.8,96,0
2.9,6,26,24.7,237,0
4,8.6,28,16.7,240,0
4,7,23,21.4,77,0
4,6.8,27,10.4,265,0
5.1,9.5,27,14.8,273,0
3.4,5.3,31,11.8,203,0
3.9,8.1,28,20.8,81,0
2.6,5.8,30,12.7,219,0
3.9,8.6,29,21.6,210,0
3.5,6.8,27,15.8,205,0
3.8,8.3,31,31.7,294,0
3.6,8.4,33,17.7,77,0
3.7,7.3,29,17,97,0
3.4,5.3,29,18.8,242,0
3.7,6.9,31,17.7,248,0
3.5,8.2,39,20.7,220,0
3.4,6.6,26,17.7,210,0
4,7.1,30,16.1,76,0
3.7,8.4,31,21,296,0
4.5,7.4,31,16.6,82,0
2.9,6.6,26,13.2,77,0
2.5,6.4,26,17.5,57,0
3.6,8.7,39,11.6,255,0
3.5,8.5,42,23.7,96,0
3.7,7.9,31,20.6,215,0
3,6.4,30,16.7,290,0
3.5,7.3,22,12.5,256,0
3.5,7.8,43,12.9,59,0
3.9,7.4,24,21.8,224,0
3.8,7.3,28,24.9,94,0
4,8.5,20,11.7,214,0
3.9,8.3,29,17.8,85,0
4.8,12.1,27,16.6,286,0
3.5,7.5,31,13.7,78,0
4,6.9,16,22.4,51,0
3.9,7.1,39,10.5,97,0
3.6,7.3,27,34.8,286,0
3.9,7.6,23,21.4,223,0
4,7.3,27,31.4,267,0
3.8,7.5,30,23.7,87,0
3.8,7.6,30,12.1,83,0
3.4,5.3,26,21.4,76,0
4,8.7,21,14.3,69,0
2.5,5.8,30,15.8,266,0
3.6,7.4,29,12.6,94,0
3.6,8.4,30,18.4,278,0
5.3,10.2,26,22.4,236,0
3.4,5.2,31,12.6,290,0
3.3,5.5,31,16,64,0
3.9,7.6,31,11.6,229,0
4.8,8.5,30,12.3,250,0
3.6,7.4,31,11.5,69,0
3.8,7.3,28,28.9,293,0
3.5,6.9,30,10.1,92,0
5.6,10.9,28,12.3,89,0
3.4,6.4,26,13.8,231,0
3.5,8.5,17,12.7,61,0
3.7,7.9,30,20.5,86,0
3.8,8.7,26,23.9,57,0
5.3,7.1,29,21.7,261,0
3.9,7.1,32,27.8,238,0
3.6,8.1,31,18.1,77,0
3.5,7.5,40,19.5,263,0
2.9,6.2,26,16.6,254,0
3.9,7.2,26,22.8,257,0
5.4,11.7,27,17.1,235,0
4,8.1,25,11.7,86,0
3.6,6.9,27,21.6,232,0
4.3,9.9,31,20.5,256,0
3.8,8.6,31,16.6,265,0
2.7,5.1,31,22.8,73,0
3.5,6.8,31,21.3,72,0
3.5,8.1,18,22.6,91,0
3.5,8.5,27,15.3,282,0
4,7.1,28,16.9,96,0
2.5,6,32,17.5,52,0
4,7.3,28,22.8,224,0
3.8,6.8,28,15.5,78,0
3.9,8,26,12.4,78,0
3.8,8.3,15,12.4,256,0
3.6,7.7,33,24,55,0
3.7,8.1,36,16.7,267,0
3.6,8.2,26,12.1,212,0
4,7.4,31,10.9,76,0
3.6,7,15,23.8,90,0
4,7.9,27,22.2,56,0
3.6,7.9,32,14.8,280,0
3.2,6.1,30,20.3,61,0
2.8,5.1,32,16.3,71,0
5.3,10.9,30,17,64,0
3.9,8.6,26,16.6,89,0
3.7,7.4,36,15.6,256,0
4,7.3,29,21.3,253,0
3,5.1,32,14.6,276,0
3.6,8.2,32,10.5,83,0
3.5,7,29,20.5,224,0
4,6.9,20,19.1,223,0
2.9,6.1,32,17.2,60,0
4.7,9.5,31,15.8,60,0
3.9,8.6,27,29.2,245,0
3.6,6.8,28,12.2,88,0
3.8,7.9,24,16.6,218,0
4.3,10.5,31,12.5,223,0
3.6,7.8,37,11.7,226,0
3.9,8.6,31,17.2,202,0
2.6,5.1,26,25,79,0
4.4,7.8,31,13.1,92,0
4,7,23,21.6,262,0
2.8,5.2,31,11.1,296,0
2.7,5.8,30,23.6,255,0
5.1,10,27,16.2,237,0
5,11.8,30,13.2,84,0
3.7,7.2,32,17.2,236,0
3.6,7.1,29,23.6,97,0
3.8,7.8,25,18.9,256,0
3.5,7.2,29,22.7,88,0
3.5,7.5,17,22.2,89,0
3.5,7.6,32,12.7,62,0
3.8,7.5,16,21.6,89,0
5.2,12.1,30,13.8,226,0
3.5,7.8,31,32.2,278,0
5.3,7.5,31,22.4,59,0
3.8,8.6,44,12.7,250,0
2.8,5.9,32,20.8,61,0
3.5,7.3,17,17.7,211,0
4.9,8.1,27,19.4,99,0
3.7,7.5,32,12.6,234,0
3.7,8.2,29,13.7,238,0
3.7,7.7,32,34,225,0
3.7,8.7,24,23.4,99,0
5.3,10.6,29,21.8,220,0
3.3,5.9,27,15.8,50,0
4,6.9,31,20.8,288,0
4.7,12.6,26,24,78,0
3.7,8,18,24.8,237,0
2.7,6,29,16,92,0
3.7,7.8,30,28,246,0
5.5,7.5,32,10.7,202,0
6,11.9,28,11.8,94,0
3.6,7,27,20.1,89,0
3.9,8.1,29,33,51,0
3.7,7.2,32,29.1,53,0
3.6,8.3,19,14.5,202,0
3.6,7.7,20,12.3,65,0
3.8,7.1,26,19.6,263,0
3.5,7.6,30,14.1,56,0
3.9,8.2,30,13.8,225,0
3.9,7.1,33,15,85,0
3.9,8.5,44,12.5,225,0
5.3,12.2,31,11.6,264,0
4.4,9.6,26,14.2,82,0
3.9,6.8,22,23.8,255,0
4.4,12.4,27,10.9,218,0
3.9,8.1,32,16.9,99,0
3.8,8.2,21,23.6,251,0
4,7.5,28,17.3,220,0
3.1,6.3,28,14.6,93,0
4,7.2,23,24.6,256,0
3.9,7.1,27,33.9,238,0
4,8.2,34,21.7,300,0
3.4,6.2,29,11.4,297,0
46,12.9,32,21.4,258,0
3.9,7.3,26,14.6,87,0
3.9,6.9,21,21.6,252,0
4,8.4,41,14.3,228,0
3.6,8.2,24,20.2,56,0
3.9,7.3,28,21.4,268,0
3.5,8,41,22.5,225,0
4.4,11.4,28,22.4,231,0
3.7,7.4,27,31.6,87,0
3.8,6.9,29,15.8,72,0
3.9,7.9,31,11.3,228,0
3.9,8.3,32,17.7,294,0
3.7,7.3,29,24,275,0
3.9,7.4,38,13.8,300,0
4,8.4,27,10.3,298,0
2.6,6.2,31,22.4,259,0
3.8,8.1,36,24.7,285,0
3.6,7.5,29,14.6,269,0
3.7,7.4,17,21,89,0
3.5,8.2,26,28.9,80,0
3.8,7.7,32,12,277,0
3.5,8.4,32,19.2,236,0
3.7,8.2,29,30.1,80,0
3.2,5,26,18,270,0
5.7,12.1,30,10.8,97,0
3.5,7.3,22,21.6,230,0
2.6,6.7,31,14.7,65,0
3.9,6.9,27,11.4,51,0
3.7,8.4,44,22.9,263,0
3.6,7.6,22,23.7,66,0
2.9,6.4,26,20.7,73,0
3.1,5.3,28,19,99,0
3.6,7.9,27,24.9,298,0
3.6,7.3,26,18,253,0
4.5,10.1,30,22.1,220,0
3.8,8.2,27,27.8,245,0
3.9,7.1,32,10.2,269,0
3.8,6.8,24,16.9,82,0
3.7,8,32,18.8,93,0
3.8,7.8,31,23.1,207,0
4,8.4,29,11.7,241,0
5.9,7.9,28,10.4,96,0
3.6,8.1,30,30.3,294,0
3.1,6.7,28,10.6,93,0
3.9,7.3,31,10.2,233,0
3.7,8.7,18,16.4,225,0
3.9,6.8,44,13.6,66,0
3.5,7.4,31,11.1,230,0
3.6,8.5,31,18.9,51,0
3.6,7.2,18,13.4,82,0
3.9,6.8,31,21.3,96,0
4.4,13.6,26,24.5,71,0
2.6,5.1,28,16.5,291,0
3.6,7.4,34,11.8,62,0
3.5,8.3,31,32.9,50,0
2.7,6.7,27,16.3,282,0
3.5,7.4,27,23.5,288,0
3.5,7.5,31,22.4,99,0
3.7,7.4,26,11.2,65,0
3.7,7.5,29,31.8,281,0
3.9,8.4,43,10.3,276,0
4,7.1,32,27.4,95,0
3.7,8.1,32,18.5,60,0
3.7,8.6,35,19.9,67,0
3.5,8,32,10.8,89,0
3.8,8.5,15,18.7,225,0
3.7,7.7,32,17.2,266,0
2.5,6.1,30,18,63,0
3.7,7.9,23,10.9,217,0
3.6,8.4,35,14.6,84,0
3.9,8.6,44,11.8,100,0
4,8.3,22,14.9,92,0
5.5,11,31,23.7,84,0
3.4,5.4,30,17.4,100,0
4,7.1,26,13.7,71,0
3.6,8.6,31,12,99,0
2.7,6.2,27,14.5,73,0
3.7,6.9,26,26.2,80,0
4.3,7.1,30,10.1,201,0
3.7,7.2,25,12.4,74,0
3.8,8,28,20.6,84,0
4,7.4,28,22.8,248,0
5,10.4,29,10.6,234,0
2.5,6.4,28,15.8,100,0
3.6,8.3,28,12.5,291,0
3.3,5.4,28,20.1,224,0
5.8,8.6,26,14,66,0
4.2,13.9,29,10,89,0
3.8,7.8,26,32.7,294,0
3.6,7.6,38,18.7,255,0
3.7,8.6,31,15.5,88,0
3.5,7.4,45,16.7,243,0
3.9,7.6,31,33.1,283,0
3.7,6.9,32,10.5,62,0
3.7,7.5,30,16.1,254,0
3.7,6.8,28,19.3,300,0
5.9,13.3,27,23.7,210,0
3.9,7.7,27,15.3,88,0
3.9,7.9,29,10.6,272,0
5.4,9.4,29,17.6,66,0
3.9,7.4,31,12.2,76,0
3.8,7.9,17,22.2,77,0
3.9,7.8,35,21.6,92,0
3.5,7.7,21,13.9,76,0
3.9,7.9,29,29.7,93,0
3.9,7.2,32,29.2,91,0
3.8,7,32,15.6,55,0
3.8,8,27,31,272,0
5.7,8.2,26,15.9,243,0
4.3,10.5,27,23.2,285,0
3.7,8.2,19,25,71,0
3.8,8.2,32,23.4,275,0
3.5,8,32,23.9,275,0
5,8.5,32,21,70,0
4.9,9.2,30,24,242,0
3.8,7.8,27,13.1,67,0
3.9,8.7,31,10.6,99,0
4,8.2,18,20.5,57,0
3.5,7.4,30,32.2,89,0
2.9,5.2,30,16.3,282,0
3.5,8.1,20,23.8,65,0
3.7,7.9,44,24.5,221,0
3.1,5.7,31,13.9,87,0
3.7,8.7,21,23.7,80,0
3.8,8.2,38,20.8,274,0
5.8,13.7,27,13.4,225,0
3.7,7.7,27,20.8,236,0
3.2,6.3,29,16,289,0
3.5,6.9,36,12.1,237,0
2.5,5.4,32,24.6,72,0
3.7,7.9,26,33.7,218,0
3.1,6.5,27,14.6,224,0
3.7,7,45,18.6,243,0
2.6,5,26,24.6,73,0
4,7.2,28,19.7,56,0
3.6,7.8,29,23.7,225,0
3.4,5.7,29,13.9,85,0
3.8,7.5,31,16.7,242,0
3.5,8.5,32,14.3,86,0
3,5.9,26,16.8,55,0
3.5,8.7,31,30.9,298,0
4,7.3,27,13.4,223,0
3.4,5.7,31,13.5,73,0
4,8.2,25,20.5,99,0
3.7,7.2,29,12.9,280,0
3.9,8.4,15,21.1,89,0
3.5,8,29,14.9,235,0
5.6,13.3,29,12.4,265,0
2.5,6.1,30,12.6,73,0
4,7.6,28,31.9,294,0
3.9,8.7,29,10.3,207,0
3.7,6.8,44,22.2,72,0
3.5,7,27,21.2,52,0
4,6.9,38,17.2,81,0
2.7,6.2,28,15.1,81,0
3.5,7.7,28,21.7,272,0
3.7,7.5,26,18.1,64,0
3.6,7.1,27,31.3,277,0
4,8.4,31,15.7,202,0
3.5,7.7,32,27.4,233,0
3.8,7.5,26,16.8,205,0
2.7,6.6,27,17.7,244,0
4,8.7,26,16.4,262,0
3.6,8.1,16,10.2,94,0
3.7,8.5,21,18.2,211,0
3.9,8.5,22,22.3,74,0
3.5,8,22,20.2,98,0
3.7,7.6,29,23.7,253,0
2.8,5.3,27,22.4,227,0
2.6,5.3,32,10.4,96,0
4,8.7,22,10.4,226,0
3.8,6.8,24,22.5,298,0
3.6,8.5,29,21,54,0
4.9,8.3,31,22.6,258,0
3.6,7.2,27,14.5,69,0
4,7.8,33,17.2,77,0
5.6,9.6,32,15.6,290,0
3.5,7.8,28,23.9,235,0
3.1,5.4,29,23.9,201,0
3.5,7.4,26,13.6,77,0
3.6,7.8,30,12.5,82,0
3.5,6.8,24,18.9,209,0
6,11.9,27,21.2,57,0
4,7.9,15,20.4,277,0
3.5,7.2,27,11.5,288,0
6,12.6,31,18.9,58,0
4.4,8.8,26,24.2,293,0
5.3,9.6,32,21.6,214,0
3.9,8,19,13.8,91,0
3.7,8.1,28,14.9,293,0
54,7.4,27,10.1,209,0
3.8,7.1,27,14.4,65,0
3.9,8.3,26,28.7,246,0
3.9,6.9,27,24.9,299,0
6,7.2,28,21.6,57,0
3,6.4,31,23.1,80,0
3.5,8,28,15.8,55,0
3.8,7.6,27,12.1,279,0
4.5,11.2,31,10,256,0
5.8,7.7,28,22.4,79,0
4.4,10.6,32,24.4,84,0
4,8.6,31,16.6,281,0
3,6.6,28,19.2,269,0
2.8,5.1,29,15.6,64,0
3.6,7.3,43,22.9,87,0
3.5,8.4,19,13.8,264,0
3.5,7.9,26,20.7,73,0
3.8,7.9,30,19.9,77,0
3.4,6.1,29,10.3,230,0
5.4,9.3,27,18.3,81,0
3.9,7.3,20,20,86,0
3.5,7.2,29,10.5,64,0
5.3,7.6,32,16.7,76,0
5,12.6,27,10.6,279,0
2.7,5.9,31,14.5,201,0
5.4,13.2,32,19.3,271,0
3.9,7.4,28,14.6,295,0
5,7.2,32,16.1,62,0
3.1,6.3,31,20.1,205,0
3.5,8.1,21,18.4,250,0
3.6,7.3,15,18.8,56,0
3.1,6.7,26,17.2,71,0
4.2,8,26,16.8,208,0
3.7,8.7,38,19,268,0
3.5,8.3,32,22.8,76,0
3.6,7.4,32,18.3,82,0
3.8,8.3,16,24.1,223,0
3.7,7.1,26,32.5,267,0
54,13,28,10.3,204,0
3.9,6.8,16,17.7,96,0
3.1,6.5,32,18.4,57,0
3.7,7.3,23,23.9,264,0
4,7.9,26,24.8,89,0
3.7,7.7,19,21.6,62,0
3.4,6.2,32,20.1,277,0
3.7,7.5,30,17.7,242,0
5.1,10.2,27,15.1,86,0
3.9,8.4,26,16,69,0
3.8,8.6,24,19.1,290,0
3.9,7.2,26,17.8,60,0
2.6,6.1,28,16.8,66,0
3.6,7.8,25,18,206,0
4,8.1,43,16.6,50,0
3.6,7.7,15,15.5,57,0
3.5,8.7,28,33.5,78,0
3.9,7.2,24,12.3,62,0
4.5,9.1,32,22.6,73,0
5.2,12.4,32,10.9,67,0
3.6,7.3,32,13.8,262,0
5,11.6,32,18.3,81,0
6,12.1,27,12.2,51,0
4.6,12.5,29,23.6,297,0
3.9,7.8,15,18.7,60,0
5.4,12.2,26,18.6,91,0
3.7,7.4,45,19.3,228,0
3.3,5.2,30,21.1,78,0
3.5,7.4,43,12.2,80,0
5.2,8.3,26,24.7,78,0
3.5,7.7,30,23,104,1
3.6,7.2,32,22.2,141,1
3.9,8.7,31,19.9,178,1
3.8,7.1,28,17.6,143,1
3.7,7,30,24.3,166,1
3.9,8.3,32,12.6,143,1
3.6,6.8,29,24.4,120,1
4,8.1,31,24.7,104,1
4,8.2,30,14.9,105,1
3.8,7.7,31,20.5,161,1
3.9,7.1,38,22.9,143,1
3.6,7.4,32,15.9,119,1
3.8,7.6,31,19.8,109,1
3.7,7.9,26,21.9,111,1
3.7,7.6,29,10.7,144,1
3.8,7.2,26,24,133,1
3.5,7.6,29,10,103,1
3.9,7,26,11.7,180,1
3.5,7.9,27,16.3,142,1
3.9,7.2,32,11.1,140,1
3.6,7.2,32,12.6,163,1
4,7.2,30,18.6,136,1
3.6,6.8,26,21.5,136,1
3.7,7.6,26,15.5,125,1
3.6,8.2,28,10.5,121,1
4,8.5,29,11.2,154,1
3.8,7,26,18.2,121,1
3.6,6.9,31,18.4,108,1
3.8,8.6,26,17.2,173,1
3.8,6.8,31,24.4,102,1
3.8,7.3,26,18.4,141,1
3.9,8.4,27,15.4,140,1
3.7,7,32,16.6,126,1
3.5,8.7,29,20.7,139,1
4,6.9,30,21.4,185,1
3.5,7.7,26,13.5,163,1
3.9,8.2,29,17.9,163,1
3.7,7.2,32,18,151,1
3.7,7.8,30,11.7,191,1
3.7,8.5,40,11.8,195,1
4,8.7,26,15,131,1
3.8,6.9,30,24.4,193,1
3.7,7.7,29,15.5,147,1
3.5,8.3,32,18.7,115,1
3.8,8.4,31,13.4,169,1
4,8.5,28,17.2,122,1
3.9,8,29,22.2,155,1
4,8,26,23,158,1
3.5,8.1,30,12.9,196,1
3.9,7.9,30,15.7,139,1
4,8.7,30,19.1,141,1
3.6,7.5,32,18.3,153,1
3.9,8.1,29,10.6,119,1
3.6,7.3,26,11.9,198,1
3.8,8.3,26,13,195,1
3.5,7.8,31,13.9,176,1
3.8,7.9,28,14.3,185,1
3.5,7.9,29,18.5,154,1
3.6,8.6,31,12.5,134,1
3.5,7.9,42,10.3,148,1
3.7,6.9,30,16.1,128,1
3.6,8,30,10.6,119,1
3.5,7.8,29,16.3,190,1
3.6,7.1,31,11.6,188,1
4,7.6,26,22.2,137,1
4,8.7,27,19.1,114,1
3.7,6.8,30,14,139,1
3.8,7.4,32,10.8,163,1
3.5,8.1,31,21.1,188,1
3.6,8.7,26,16.7,143,1
3.7,8.5,29,20,127,1
3.6,7.5,37,23.8,133,1
4,7.9,28,17,180,1
3.6,7,28,20.3,129,1
3.5,8.3,30,16.1,120,1
3.8,8.3,26,23.3,127,1
3.6,8.6,29,22.1,161,1
3.6,6.8,27,24.1,155,1
3.6,7.6,29,12.5,190,1
4,7,32,18.9,140,1
3.5,7.5,26,15.7,173,1
3.7,8.3,27,21.7,141,1
4,8.7,26,17.3,132,1
4,7.6,30,22.5,124,1
4,6.8,30,17.9,136,1
3.8,8.7,32,22.5,139,1
3.8,8.3,31,15.3,158,1
3.7,7.6,29,16.6,144,1
3.9,8.7,27,19.7,172,1
4,8.2,31,24.2,167,1
3.7,7.9,26,24.2,141,1
3.8,7.9,30,19.2,131,1
3.6,8.5,32,19.8,183,1
3.5,6.8,29,17.5,109,1
4,6.8,31,10.3,121,1
4,7.6,27,12.4,190,1
3.7,8.3,28,24.9,161,1
3.6,8.7,32,21,119,1
3.5,7.8,29,10.7,124,1
3.9,7.6,29,19.4,178,1
3.9,8.3,28,21.5,107,1
3.9,7.6,30,19.2,115,1
