DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.9,7.7,18,10.5,96,0
2.6,5.6,31,21.1,246,0
4.4,10.3,29,18.1,60,0
3.5,7.2,28,19.6,229,0
4,8.3,26,11.7,200,0
3.7,7.6,15,17.8,68,0
3.8,6.8,21,12.9,283,0
3.7,7.8,27,23.2,229,0
4.3,13.2,32,24.7,207,0
3.9,7.2,29,13.4,97,0
3.3,5.3,28,17.7,287,0
3.8,8,30,12.6,63,0
3.8,7.2,29,14.2,50,0
5.3,12,31,21.4,54,0
3.5,7.1,27,24,203,0
3.8,8.1,35,20.4,75,0
4,8.2,29,26.2,236,0
4,6.9,32,16.4,88,0
4,8.5,31,21.5,261,0
3.9,8.5,32,11.4,75,0
3.8,7.3,28,23.2,266,0
4,7.5,28,23.7,75,0
3.7,7.2,35,19.8,66,0
2.8,5.8,30,12.4,97,0
3.7,7.4,27,21.6,300,0
3.5,7.2,31,20.2,97,0
2.5,6.6,30,12.9,215,0
3.9,8.7,20,23.2,274,0
3.9,7.9,41,22.4,97,0
3.8,8.4,18,17.7,271,0
3.5,7.5,29,17.2,93,0
2.5,5.6,26,15,54,0
3.8,7.2,25,18.2,281,0
3.5,7.9,18,20.6,255,0
4,8.4,25,13.2,276,0
3.7,7.7,18,24.2,285,0
2.8,5.7,31,20.1,216,0
4,8.5,26,26,82,0
4.8,7.2,31,23.5,236,0
5.4,7.5,29,15.6,59,0
4.6,9.6,32,19.1,86,0
4,7.9,42,16.1,253,0
3.6,8,28,12.7,259,0
6,7.3,27,12.8,59,0
3.1,6.7,31,10,55,0
3.5,7.2,32,14.9,218,0
3.7,7.2,32,21.7,85,0
3.2,6.7,29,22.8,263,0
4,7.6,29,16.3,247,0
3.5,7.1,15,11.3,87,0
3.9,6.9,28,16.9,244,0
3.9,8.1,28,17.8,244,0
3.6,8,29,12.8,69,0
3.6,8.3,39,23.2,62,0
3.5,8.5,28,17.7,90,0
3.7,7.1,27,22.1,62,0
4,7.4,21,15.6,97,0
5.6,12,32,21.3,268,0
3.9,8.2,26,24.7,225,0
3.9,7.2,32,16.2,65,0
3.5,8.7,32,20,285,0
3.9,8.7,27,24.2,72,0
3.9,8.1,32,34.9,91,0
5.8,11.4,26,18.1,252,0
3.7,7.9,26,14,90,0
4,6.9,26,32,262,0
2.6,6.1,30,14.1,291,0
2.7,6.7,32,17.9,75,0
2.9,6.1,28,14.8,258,0
3.7,7.7,17,21.2,78,0
3.7,7.8,18,19.7,286,0
3.6,7.6,28,29.8,81,0
3.6,7.7,40,14.2,87,0
3.9,7.1,37,16.5,68,0
3.6,8.6,40,11.6,291,0
5.7,8.6,31,21.8,90,0
3.6,8.7,18,20.7,80,0
3.8,6.8,29,30.2,284,0
4,8.7,32,23.5,82,0
3.9,7.4,23,12.5,240,0
2.6,6.6,28,13.7,99,0
4,7.1,26,13.2,231,0
5.8,11.9,32,13.6,67,0
3.6,8.1,16,18.7,64,0
3.9,8.2,28,28.3,210,0
3.9,8.5,21,10.3,294,0
3.8,8,23,16.2,286,0
3.5,8.3,24,15.7,57,0
2.9,6,28,17.7,67,0
3.8,8.6,31,22.2,222,0
4,7.5,22,11.4,267,0
3.6,7.6,23,23.6,255,0
3.7,7.9,25,18.3,275,0
3.5,7.9,29,30.8,86,0
6,11.6,30,14.9,253,0
3.8,6.8,31,15.6,234,0
3.5,8,43,20.2,271,0
4,7.7,30,21.4,68,0
4,8.5,28,12.7,89,0
4,6.9,24,19.5,65,0
3,6.6,26,17.5,57,0
3.7,8.5,28,19.2,84,0
4,7.6,31,14.2,99,0
3.8,7.1,26,16.9,60,0
6,9,32,24.4,97,0
4,8.6,32,32.5,221,0
53,9.4,32,19.3,95,0
3.5,8,39,13.8,281,0
4,7.6,33,23,256,0
5.1,13.9,27,10.1,231,0
5.5,13.3,32,21,87,0
3.5,8.6,20,14.5,60,0
4.4,12.3,29,10.5,219,0
2.5,5.5,31,21.2,264,0
3.5,8.7,32,12.1,294,0
2.5,6.3,32,21.1,272,0
3.7,7.5,38,16.8,282,0
3.8,7.2,26,13,296,0
3.2,5.9,26,11.7,66,0
3.6,7.8,34,24.9,228,0
4.3,11.2,32,18.8,91,0
3.6,7.5,31,13.5,84,0
3.5,8.5,27,15.3,238,0
3.9,7.9,26,15.1,91,0
5.7,8.9,29,11.1,66,0
5.6,9.7,28,24.3,275,0
3.4,6.6,30,20.3,83,0
2.8,6.3,29,24,223,0
2.5,5.8,28,23,70,0
3.9,7.6,37,19.2,78,0
4.8,8.1,31,13.3,88,0
4.6,10.4,27,19.4,205,0
4,7.8,22,24.1,73,0
3.9,8.2,30,24.5,298,0
48,10.1,30,13,242,0
4.4,10.7,26,21.1,264,0
3.5,7.5,31,26,87,0
3.6,7,29,11.5,83,0
4.4,12.4,28,24.6,274,0
2.5,6.7,30,23.1,259,0
2.6,5.5,26,11.8,287,0
3.7,8.3,32,27.4,245,0
4,8.4,31,32,227,0
3.7,8.2,27,32,297,0
4,8.2,26,26.2,80,0
2.5,5.7,28,11.6,241,0
4,7.4,29,23.9,273,0
3.6,7.1,30,32.3,54,0
3.6,7.2,32,28.7,63,0
3.6,7.7,27,12.1,249,0
3.6,7.7,28,34.2,269,0
3.8,7.7,24,14.6,233,0
5,7.4,31,18.5,262,0
4,7.2,26,11.4,67,0
3.5,7.6,29,23.9,210,0
3.7,7.9,26,19.2,300,0
4,7.4,38,24.3,217,0
3.7,8.1,39,24,85,0
3.6,8,29,31.9,291,0
3.6,8.3,24,19.2,230,0
3.6,7.7,28,33.8,205,0
4,7.7,37,23.6,201,0
3.9,6.9,29,16.2,93,0
3.9,7,45,21.9,208,0
3.6,8.1,31,17.1,204,0
3.8,8.7,18,10.5,75,0
3.2,5.7,27,15.3,67,0
2.9,6.3,27,16.6,73,0
3.5,7.3,28,19.6,239,0
3.7,8.5,32,24.8,293,0
2.9,5.1,30,14.6,51,0
4,8.1,16,14.2,50,0
4,7.7,15,13.9,239,0
3.6,8,29,16.5,246,0
4,7.7,32,10.5,60,0
47,13,26,11.7,292,0
3.9,7.7,33,20.4,54,0
3.8,8.7,27,24.5,82,0
3.9,8.1,32,27.7,76,0
2.9,6.1,32,15.7,214,0
3.8,7.9,22,17.4,66,0
3.9,7.2,31,24.6,223,0
3.9,6.8,20,20.7,75,0
3.6,7.7,30,23,83,0
4,8,28,17.8,54,0
3.9,8.7,35,17.2,257,0
3.6,8.3,36,17.5,264,0
3.1,5.6,30,10.9,66,0
3.8,6.8,28,10.8,51,0
3.6,8.5,39,14.7,75,0
3.2,5.4,30,15.5,67,0
4,8.5,16,24.7,285,0
3.6,7.7,15,13.3,235,0
4.6,13.6,27,13.6,57,0
3.7,7.1,30,32.8,296,0
2.8,6.7,32,17.7,298,0
3.9,8.7,16,12.3,267,0
3.7,7.2,31,18.2,231,0
4,7.1,33,17.2,76,0
3.6,8.5,19,11,285,0
4,7.8,19,16.9,230,0
3.9,7.6,23,21.2,268,0
3.9,7.1,29,34.6,53,0
3.6,7.8,39,13.2,56,0
4,7.6,29,15.2,233,0
3.4,5.1,29,22.8,266,0
3.5,7.2,27,16.2,75,0
3.7,8.5,17,23.9,69,0
3.9,7.7,24,15.1,228,0
3.5,6.9,19,11.9,242,0
3.5,8.2,29,20.2,81,0
5.4,9.5,32,12.9,278,0
3.9,7.1,15,10.5,223,0
3.9,8.3,28,24.5,63,0
3.9,7,27,16.4,81,0
4,8.6,36,18.5,60,0
3.6,8.7,32,29,90,0
4,7,31,24.6,249,0
3.6,7.9,24,19.9,54,0
3.5,8.3,28,14.3,216,0
3.1,5.2,30,20.9,206,0
3.7,7.6,26,15.9,255,0
3.8,7.5,43,24.9,262,0
3.9,7.7,29,21.9,214,0
4.9,11.7,27,21.5,290,0
4,7.4,37,13.2,98,0
4.7,11.4,31,19.5,53,0
5.3,10.7,30,18.6,242,0
3.7,8,27,18.9,81,0
3.4,6.7,31,18.7,58,0
3.8,8.1,23,18.2,267,0
3.2,5.1,28,11.8,243,0
5.3,11.9,27,15.9,232,0
3.7,7.5,16,16,88,0
5.8,13.4,27,23.3,210,0
3.7,7.3,31,29.5,205,0
3.7,7.7,32,26.8,243,0
3.6,7.1,19,15.4,64,0
3.5,7.5,31,12.6,236,0
2.5,5.7,31,24.2,251,0
3.7,7.4,29,11.3,89,0
2.7,6.5,28,22.4,278,0
4,7.8,29,22.8,52,0
2.9,5.7,30,17.1,289,0
3.5,8,24,21.3,95,0
3.5,7.7,27,30.9,269,0
3.6,7.6,26,18.4,70,0
5,7.7,27,16.8,222,0
5,7.1,28,20.8,288,0
3.5,6.8,28,17.2,283,0
3.6,7,26,17.4,60,0
4,8,30,12.4,91,0
3.7,8.2,42,13.5,61,0
4,7,23,16.8,262,0
3.9,7.2,35,14.5,66,0
3.7,7.1,32,15.9,221,0
3.6,6.9,29,20.4,69,0
4,8.3,26,22,82,0
5.1,13.7,26,17.9,84,0
2.6,5.3,29,22,98,0
4.7,7.4,31,17.6,296,0
4.9,12,27,20.6,228,0
3.9,6.8,31,18,270,0
3.7,8,31,24,51,0
3.8,8.7,27,21.3,299,0
2.6,5.9,30,17.5,97,0
3.8,7.7,33,18.2,84,0
3.9,8.7,27,20.4,85,0
3,5.5,26,18.3,232,0
3.9,8,29,18,63,0
3.5,7.1,32,14,254,0
3,5,31,11.9,217,0
4,6.8,35,10.5,73,0
3.5,7.6,30,12.2,237,0
3.9,7.7,26,20.4,51,0
2.5,5.9,31,13.7,55,0
3.6,8.7,23,24.9,55,0
3.5,8.5,26,30.8,79,0
3.5,7.7,43,10.4,216,0
3.7,7.9,27,20.7,51,0
5.4,10.7,28,16.9,235,0
2.5,5.3,28,13.8,266,0
3.6,7,26,17.8,261,0
3.6,8.3,16,12.7,61,0
3.5,7.1,30,19.3,70,0
5.6,12.3,29,19,252,0
2.7,6.3,28,20,60,0
3.6,8.3,26,13.6,266,0
2.8,5.1,29,22.9,97,0
3.9,8.3,30,23.5,253,0
3.6,8.5,28,24.6,98,0
3.7,7.1,28,34.3,87,0
3.8,7.3,34,18.9,92,0
3.9,8.5,27,15.5,60,0
3.4,5.4,26,15.3,205,0
3.8,8.1,29,23,71,0
3.5,8.1,42,19.6,280,0
3,5.2,26,14.3,278,0
3.9,8.2,28,22,92,0
4,7.1,27,18.8,77,0
5,11.1,29,24.6,90,0
3.4,6.3,27,17.7,51,0
3.3,6.6,28,13.8,261,0
3.7,7.3,36,12.6,81,0
3.8,8.7,43,20.5,277,0
3.6,7.1,26,21.7,66,0
3.4,5.5,29,22.3,204,0
3.6,8.6,25,13.1,80,0
3.8,7.3,40,18.6,294,0
3.5,8.6,18,19.8,83,0
3.7,8,32,14.8,65,0
3.6,8.3,18,24.4,92,0
3.8,8.5,28,23.1,233,0
5.7,11.4,29,12.1,61,0
4,7,26,21.6,208,0
3.7,8.2,17,24.4,94,0
3.7,8.3,36,19.6,90,0
3.9,7.7,30,33.2,295,0
3.6,8.2,15,12.7,245,0
3.9,7.7,31,32.9,235,0
3.8,7.3,30,15.1,68,0
3.8,7.2,32,12.9,87,0
2.8,6.3,31,20.8,52,0
3.5,7.7,24,19.7,70,0
2.5,6.7,31,19.3,277,0
3.5,7,26,17.6,253,0
4,8.6,32,11.9,296,0
5.6,7.4,28,19.8,59,0
2.6,5.5,26,18.3,78,0
2.6,6.3,30,11.8,238,0
3.5,7.5,29,13.1,71,0
4.5,11.6,28,22,71,0
3.6,6.8,28,24.6,51,0
3.7,6.8,28,27.6,61,0
3.5,7.1,29,19.1,224,0
5.4,8.6,31,17.5,66,0
3.4,6.4,28,19.9,100,0
3.8,7.9,22,24.4,99,0
4,7.7,27,21.5,62,0
3.5,7.4,26,24.4,283,0
6,11.8,30,10.3,292,0
4,6.9,27,28.4,52,0
3.8,8.3,30,21.9,84,0
3.6,7,44,21,253,0
3.2,5.3,26,19,67,0
3.5,8.2,27,12.4,265,0
5.8,12.1,31,13.5,291,0
3.8,6.9,17,10.9,242,0
3.7,8.4,27,11.9,60,0
4.4,8,31,13.2,61,0
3.5,7.3,26,11.1,52,0
2.7,6.1,27,16.6,65,0
4,8,32,13.7,251,0
4,8.2,18,14.4,51,0
4,8.6,30,13.4,70,0
4,7,32,11.3,85,0
3.1,5.6,28,21,96,0
3.7,8.4,30,16.3,269,0
4,7.3,31,19.4,84,0
3.5,7.2,30,11.4,243,0
3.7,7.8,18,13.8,81,0
3.8,8.3,44,11.9,58,0
3.5,8.1,45,18.6,72,0
3.6,6.9,29,13.7,68,0
3.7,7.4,28,24.3,297,0
3.7,7.4,17,19.4,78,0
3.9,7.4,31,13.7,249,0
3.9,6.9,28,16.8,275,0
2.8,6.2,26,18.2,75,0
3.1,5.1,30,20.6,84,0
5.1,13.6,29,18.4,271,0
3.6,8.2,29,17.3,68,0
3.9,8.3,37,10.1,236,0
3.6,7.4,31,16.2,219,0
2.9,5.8,32,14.6,279,0
3.7,6.8,27,14.3,70,0
3.8,7.6,27,18.4,261,0
4,6.9,25,13.9,283,0
3.3,5.6,29,16.5,206,0
5.9,13.4,28,10.7,82,0
3.6,8.7,26,30.2,61,0
3.5,7.4,27,21.6,214,0
3.7,7.8,23,16.2,295,0
4.9,7.9,27,11.4,239,0
3.5,8.2,39,21.3,70,0
3.8,6.9,31,10.1,78,0
3,5.9,30,14.8,206,0
4.2,12.1,29,14.6,241,0
3.9,8.6,17,10.7,230,0
2.9,5,31,23.8,274,0
3.2,5.6,27,10.2,282,0
5.3,11.8,30,23.7,81,0
4.4,12.5,30,23.5,57,0
3.6,8.2,30,11.2,261,0
3.6,6.8,31,19.5,61,0
3.7,7.3,17,12.8,64,0
3.7,6.8,26,20.8,74,0
3.9,7.4,17,22.1,256,0
3.9,8.3,28,15.1,53,0
4,8.4,24,21.4,57,0
5.2,11,32,12.6,55,0
3.8,8.7,26,28.5,260,0
5.6,12.6,27,18.6,269,0
4,8.2,39,23.6,263,0
3.4,5,32,11.1,84,0
3.6,8.7,19,10,74,0
4.5,10.1,30,11.4,217,0
4,7.6,29,18.9,100,0
3.8,6.9,29,13.2,66,0
3.7,8.1,29,29.2,53,0
3.9,7.4,20,15.2,79,0
5.9,11.4,30,21.3,53,0
2.6,6.4,31,15.2,263,0
4,8.5,31,24.2,266,0
4.9,12.4,29,24.4,72,0
3.6,8.2,15,17.9,217,0
3.3,5.8,30,16.4,265,0
3.8,6.9,32,34.8,266,0
5.9,10.5,32,12.5,285,0
4.2,9.5,28,13.1,210,0
3.8,8.3,28,17.8,223,0
3.9,7.4,29,32,57,0
3.5,8.2,31,33.6,265,0
3.8,7.8,16,23.1,230,0
3.5,8.5,25,15.5,70,0
3.6,7.8,32,19,210,0
3.8,7.1,30,11.8,279,0
3.5,7.7,29,20.2,280,0
4,8.2,35,15.9,278,0
3.7,6.9,37,17.3,67,0
5.6,9.8,30,14.8,265,0
4.9,11.4,32,13.5,65,0
3.7,7.2,23,10.1,228,0
4.3,8.7,26,23.8,245,0
3.6,7.9,29,18.3,97,0
3.7,7.7,22,16.6,86,0
3.6,7.7,30,19,79,0
2.8,6.5,28,15.4,211,0
3.8,7.2,22,22.3,262,0
3.7,7.8,31,31.4,281,0
3.9,8.6,40,10.9,97,0
2.7,5.7,28,19.2,50,0
60,11.4,30,17.8,89,0
3.8,8.1,32,22.6,93,0
3.6,8.1,24,22.9,257,0
3.5,8.2,40,22.9,274,0
3.8,7.3,23,15.9,240,0
3.7,6.8,27,14.5,264,0
3.6,6.8,39,21.8,84,0
5,10.2,27,17.7,264,0
3.9,8.2,31,29.9,273,0
3.8,7.7,30,19.9,283,0
3.6,8.2,30,25,73,0
3.5,7.3,31,22.6,255,0
3.5,6.8,29,13.5,231,0
3.5,7.2,35,13.6,292,0
3.7,8.3,32,24.2,208,0
2.7,6.7,31,18,270,0
3.9,7.8,40,10,53,0
3.5,8.6,31,13,203,0
3.8,7.7,24,18.4,256,0
4,8.3,30,30.1,71,0
3.7,8,27,12.8,55,0
3.7,6.9,27,20.8,69,0
3.5,7,30,33.3,248,0
3.4,6.2,26,21.9,230,0
4.9,10.3,29,24.6,98,0
3.9,6.8,16,20,58,0
3.2,6.4,32,24.8,69,0
3.9,8,26,24.7,95,0
3.6,8.6,34,24.1,247,0
3.8,8,20,21.4,59,0
2.9,5,31,15.2,239,0
2.8,6.5,32,24.6,230,0
3.5,8.4,31,17,253,0
3.8,6.9,26,19.2,78,0
4.3,11.8,28,20.4,97,0
3.5,8.2,31,31,56,0
3.8,7.4,28,20.3,255,0
3.9,7.3,24,22.7,50,0
4,8,26,11.1,202,0
3.7,7.1,32,20.6,77,0
3.7,8,26,21.9,208,0
5,8.1,30,22,200,0
3.8,7.3,32,31.2,247,0
2.5,6.6,26,24.7,79,0
3.8,7.2,28,16,215,0
4,8.1,22,15.5,259,0
4,6.9,41,11.8,253,0
3.6,8.2,27,19.2,287,0
3.9,8,27,24.9,61,0
3.8,8.2,23,19.7,239,0
3.9,7.9,27,20.1,240,0
4.7,7.1,32,24.1,74,0
2.8,5.5,27,10.9,94,0
3.9,8.4,38,14.6,80,0
4,7.8,32,31.3,69,0
2.8,5.7,29,13.4,238,0
3.6,6.9,27,18.9,66,0
3.8,7.8,30,24.9,84,0
3.5,8.3,27,12.2,70,0
3.9,7.8,32,30.4,296,0
3.5,7.9,42,15.2,288,0
3.9,7.3,32,33.3,100,0
3.5,7.2,30,11.7,251,0
3.7,8.7,33,24.1,244,0
3.9,7.7,29,14.3,81,0
3.8,7.9,16,10.9,285,0
4,6.9,30,20.8,251,0
3.1,6.7,30,19.2,212,0
3.9,7.2,16,21.8,278,0
3.8,8.3,42,21.5,251,0
4,7.1,33,15.4,80,0
3.7,6.8,19,21.1,294,0
5.7,13.7,28,18.2,98,0
2.8,6.5,29,20.9,57,0
3.9,8.7,29,12.3,284,0
3.5,7.7,26,11.8,79,0
2.5,6.2,30,15.4,99,0
4,7.9,29,31.4,95,0
5.5,13.9,26,21.6,52,0
3.9,7.4,24,15.7,65,0
3.9,8.7,30,14.6,297,0
3.9,6.8,28,16.1,65,0
4.7,9.2,29,20.4,99,0
2.7,5.1,30,14.3,209,0
3.8,7,30,24.3,54,0
2.6,5.9,28,21.7,57,0
4.5,7.4,28,21.6,60,0
6,9,31,12.7,91,0
3.5,7.1,30,28.4,288,0
3.9,6.8,41,15.5,202,0
4,7.3,29,13.3,200,0
3.7,7.5,45,23.9,80,0
3.8,7.4,29,27.5,56,0
3.6,8.6,29,21.3,72,0
3.6,7.2,26,15.9,58,0
3.5,7.9,29,19.3,77,0
5,7.7,32,18.5,99,0
3.6,8.2,32,12,68,0
3.9,8.5,31,20.7,71,0
4.9,9,28,23.7,67,0
3.8,8.6,28,17.9,239,0
3.6,7.1,22,16.8,58,0
3.5,8.3,44,22.2,297,0
3.6,7.3,19,17.7,86,0
3.7,7.9,30,31.7,68,0
3.7,8.7,27,28.5,83,0
3.6,7.3,28,15,73,0
4,8,31,27.7,248,0
5.1,13.1,32,23.6,231,0
5.7,7,31,16.5,264,0
3.6,7.6,15,17.1,217,0
3.9,7.6,26,14.9,87,0
3.7,7,30,20.1,273,0
4.5,8.3,27,23.3,53,0
4.7,11.2,29,25,235,0
3.7,7.8,29,24,81,0
3.6,7.4,30,22.2,52,0
3.9,8.3,22,14.7,92,0
3.9,7.8,26,32,295,0
3.2,6.7,32,24.3,71,0
3.5,8.7,15,10.9,56,0
3.7,7.3,45,15,85,0
3.2,6,29,17.5,57,0
3.6,8.2,17,13.7,50,0
3.9,7.3,39,24,286,0
5.5,10.3,26,12.3,288,0
4,8.6,32,20.8,82,0
3,6.3,28,25,54,0
4,7.4,44,17.5,94,0
2.5,5.7,32,14.9,75,0
3.6,7.8,32,30,65,0
2.7,5,31,20.7,255,0
4,8.3,34,22,242,0
3.3,6,28,23.1,258,0
3.7,8,28,13.9,84,0
3.7,8.3,27,17.1,93,0
3.4,6.7,31,21.9,259,0
4,8.4,27,13.3,81,0
3.7,7.2,29,16.5,281,0
3.3,5.8,30,19.2,73,0
3.7,8.6,31,33.4,279,0
3.7,6.9,31,23.2,83,0
3.3,6,27,12.3,98,0
3.9,7.8,23,14.5,263,0
3.8,8.7,32,18.9,51,0
3.6,7.8,18,11.6,256,0
3.8,8.4,27,17.8,229,0
4.3,7.7,28,18.5,293,0
2.5,5.3,30,22.2,67,0
3.8,8.2,32,30.1,98,0
4,8.3,27,11.4,86,0
3.7,6.9,39,12.3,252,0
4,7.1,28,17.7,243,0
3.9,8.6,43,12.8,277,0
2.8,5.2,28,20.4,246,0
4,6.9,32,11,55,0
3.9,7.2,30,22.4,71,0
3.8,7,32,31.8,78,0
3.9,6.9,29,23.3,284,0
3.7,7.5,26,30.2,277,0
3.7,7.7,32,14,242,0
3.3,6,27,16.5,53,0
3.6,7.1,26,23.1,78,0
3.6,8.4,23,24.9,236,0
3.5,7.4,16,24.4,94,0
3.6,6.8,16,20.3,85,0
4,6.8,18,10.1,73,0
3.8,7.1,27,20.7,216,0
2.6,5.9,26,10.1,241,0
3.3,5.5,27,18.1,252,0
3.6,7.9,15,23.3,227,0
3.9,7.8,20,12.5,285,0
3.7,8.4,32,16,228,0
4.3,8.3,27,11.9,255,0
4,7.6,32,24.5,63,0
3.6,8.3,37,12.8,52,0
5,9.6,29,22.9,278,0
3.5,7,29,20.1,206,0
2.6,5.1,29,12.5,249,0
3.6,8.4,30,18.5,55,0
3.7,8.1,26,23.7,223,0
3.9,7.9,24,14.3,53,0
4.9,13.1,32,15.1,201,0
4,7.5,15,24.1,267,0
3.6,6.9,26,13.4,67,0
4.2,7,30,17.9,83,0
5.1,11.8,29,15,81,0
4.5,12.5,27,19.6,227,0
3.9,8.7,15,15.8,212,0
4,8.1,28,20.4,242,0
59,12.3,32,23.7,262,0
3.5,7.1,32,19.2,221,0
3.7,6.8,31,32.3,80,0
3.5,7.1,30,19.6,63,0
4.9,12.6,32,21.2,89,0
2.5,5.2,27,24.6,56,0
3.7,8,29,17.3,52,0
3.6,7.3,32,18,79,0
5.6,12.4,29,23.5,259,0
4.2,9.9,26,14.7,217,0
4.7,9.7,30,13.7,71,0
4,8.7,27,11.2,213,0
3.3,5.7,32,21.7,70,0
2.7,6.7,30,12.5,90,0
4,8.3,44,12.2,231,0
3.5,7.2,21,16.4,254,0
3.7,8.3,29,15.3,52,0
3.8,8.6,30,21.8,70,0
2.7,6.3,27,14.2,245,0
5.1,13.2,32,23.7,204,0
3.8,8.2,25,16.9,96,0
4,7.4,31,20.6,240,0
5.6,7.6,31,19,93,0
4.9,10.7,28,24,273,0
3.2,6.4,29,15.4,295,0
5,12.3,30,17,249,0
3.6,8.7,30,21.1,282,0
4.4,10,28,23.9,292,0
2.6,5.1,26,18.1,264,0
4,8.7,16,12.2,217,0
4,8,25,15,245,0
3,5.1,28,19.3,94,0
4.7,12.6,28,14.4,53,0
3.8,7,43,13.5,89,0
4,8.1,26,11.7,86,0
4,7.5,31,21.8,65,0
3.6,8.6,18,14.8,287,0
3.6,7.7,31,34.6,261,0
49,12.1,27,23.9,90,0
4,8.7,20,19.9,222,0
2.8,6.4,28,18.5,213,0
3.6,8,21,24,278,0
3.9,7.5,26,15.1,234,0
3.7,6.9,23,16.4,222,0
2.8,5.7,29,20.9,61,0
3.9,7.3,29,21.9,215,0
5.7,10.1,32,21.1,222,0
3.9,7.2,31,13.4,59,0
3.7,7.2,24,17.4,257,0
4,8.3,32,24.8,61,0
2.8,5.6,27,21.1,74,0
3.9,8.5,21,14.6,97,0
3.6,8.5,33,16,51,0
3.5,7.8,22,11.2,285,0
3.7,7.3,32,35,79,0
3.7,8.3,16,13,65,0
4.2,13.5,32,12.3,257,0
4.9,12.5,27,19.4,241,0
3.9,7.7,28,17.6,80,0
4.5,7.3,29,24.6,98,0
4.6,12.3,32,24,207,0
5.4,10.9,31,12.7,250,0
3.8,7.1,22,19.6,73,0
6,12.6,29,22.8,259,0
3.7,8.1,40,17.7,279,0
2.7,5.8,29,19.9,237,0
3.6,7.9,35,17.4,82,0
5.8,7.9,32,24,223,0
3.7,7.4,28,16.3,155,1
3.9,7.4,32,15.5,141,1
3.7,7.4,26,10.1,126,1
3.7,7.9,27,20.6,183,1
3.7,6.9,28,11.2,168,1
3.8,8.6,29,20.1,177,1
3.7,7.4,26,13.5,185,1
3.5,8,30,24.7,133,1
4,6.9,30,24,119,1
3.6,6.9,27,20.8,121,1
3.6,8.5,40,14.1,197,1
3.6,8.7,26,18.9,114,1
3.8,8.5,30,23,194,1
3.5,8.1,31,12.2,120,1
3.6,7.7,32,16.2,106,1
4,8.6,27,13.1,135,1
3.7,7.8,27,20.2,131,1
3.7,7.6,27,14.6,144,1
3.8,6.9,30,11,173,1
3.8,8.7,31,18.8,117,1
3.5,7.1,30,17.8,200,1
3.9,6.8,29,24.8,156,1
3.7,6.8,32,14.5,168,1
3.6,8.2,29,17.1,121,1
4,8.7,29,23.3,160,1
3.9,8.3,26,17.3,180,1
3.8,7.7,26,23.4,127,1
4,6.9,26,17.2,194,1
3.7,7.8,26,21.7,136,1
3.5,8.7,27,13.5,144,1
3.8,8,32,22.8,200,1
3.7,8.1,32,12.3,187,1
3.9,7.2,26,20.3,200,1
3.5,6.8,26,11.8,110,1
3.5,8.2,26,11.8,191,1
3.6,6.9,27,22.3,113,1
3.7,7.7,31,20.1,124,1
3.6,8.7,29,12.1,121,1
3.6,7.7,29,16,155,1
4,7.5,38,14.9,174,1
3.5,8,27,18.2,174,1
4,8.3,27,10.2,115,1
3.9,8,31,21.6,166,1
3.8,7.6,27,22,148,1
4,7.9,30,11.9,138,1
4,7.7,28,22.3,139,1
3.5,7,31,14.3,154,1
4,8,31,20.3,193,1
3.7,8.1,27,10.5,143,1
3.9,7.2,28,24.1,141,1
3.6,8,30,14,184,1
3.6,8.7,29,16.9,179,1
3.5,7,26,23.7,117,1
3.6,7.7,27,10.6,100,1
3.6,7.1,28,21.1,118,1
3.8,8.2,30,24.5,125,1
3.5,8.5,32,24.5,117,1
4,8.4,29,24.7,111,1
4,7.8,27,24,178,1
3.7,6.8,44,24.5,116,1
3.6,7.5,29,24.8,192,1
3.8,7.3,26,12,103,1
4,7.1,29,22.7,118,1
3.5,8.3,32,19,177,1
3.5,7.9,29,11.7,155,1
3.7,8.7,28,11.6,195,1
3.6,7,30,23.8,199,1
3.5,8.2,26,24.3,184,1
3.9,7.5,32,22.4,153,1
3.9,7.1,26,22.6,179,1
3.5,7.5,31,18.4,137,1
3.5,8.5,41,23,106,1
4,8,30,13.4,104,1
3.8,8,30,13.8,131,1
3.8,8.6,32,22.5,102,1
3.7,8,32,14,138,1
3.5,7.8,29,13.7,197,1
3.7,7.7,31,18.5,173,1
3.6,7.9,26,24.2,124,1
3.6,7,28,21.4,165,1
4,8.2,29,24,130,1
4,8.1,26,12.7,181,1
4,7.7,26,13.2,177,1
4,7.6,32,17.8,134,1
3.5,8,31,20,127,1
4,6.8,28,20.2,128,1
3.7,8.2,30,11.8,194,1
3.5,7.8,26,16.3,122,1
3.7,7,31,19.7,108,1
3.6,8.5,26,24.7,158,1
3.7,8,27,19.9,194,1
3.7,8.6,27,13,167,1
4,8.1,27,25,198,1
3.7,8.1,27,16,144,1
3.5,7,32,20.6,179,1
3.9,8.2,28,21.5,155,1
4,7.7,28,22.5,197,1
3.7,7.3,27,10.9,150,1
3.5,8.6,26,14.1,199,1
3.6,6.9,30,16.8,135,1
4,7.3,29,18.9,121,1
3.8,8.1,29,20.6,136,1
3.8,7.9,26,19.2,171,1
4,8,26,19.7,138,1
3.5,7.4,31,10,118,1
3.5,7.5,28,23.4,147,1
3.5,6.8,29,20.3,179,1
3.7,7.8,27,20.2,111,1
3.6,7.8,30,22.9,188,1
4,8.5,26,13,123,1
